"","Gemeinde","E_KOORD","N_KOORD","RELI","B21BTOT","B20BTOT","B19BTOT","B18BTOT","B17BTOT","B16BTOT","B15BTOT","B14BTOT","B13BTOT","B12BTOT","B11BTOT"
"315","Spreitenbach",2669600,1254000,66962540,22,22,21,20,21,19,20,19,21,18,18
"316","Spreitenbach",2669600,1253300,66962533,150,151,165,164,170,166,153,149,154,152,147
"317","Spreitenbach",2669600,1253200,66962532,72,73,71,73,72,65,61,61,62,59,59
"318","Spreitenbach",2669600,1253100,66962531,230,230,236,239,245,241,247,242,227,244,248
"319","Spreitenbach",2669600,1253000,66962530,240,197,202,202,194,199,196,201,194,198,193
"320","Spreitenbach",2669600,1252900,66962529,248,246,254,255,252,265,268,284,294,266,274
"321","Spreitenbach",2669600,1252800,66962528,96,101,111,109,105,112,115,106,149,143,138
"322","Spreitenbach",2669600,1252700,66962527,35,35,36,36,41,40,36,38,33,42,42
"323","Spreitenbach",2669600,1252600,66962526,59,80,74,75,68,69,63,42,47,50,47
"324","Spreitenbach",2669600,1252500,66962525,107,122,117,114,108,114,113,113,104,105,102
"325","Spreitenbach",2669600,1252400,66962524,88,88,84,88,95,96,93,86,105,106,104
"326","Spreitenbach",2669600,1252300,66962523,80,58,59,60,60,62,58,65,69,67,70
"327","Spreitenbach",2669600,1252200,66962522,3,5,5,5,5,5,5,6,6,7,6
"328","Würenlos",2669500,1255600,66952556,58,61,63,57,61,60,63,57,54,60,62
"329","Würenlos",2669500,1255500,66952555,58,56,60,58,57,61,60,56,59,54,58
"330","Würenlos",2669500,1255400,66952554,34,42,35,36,43,35,32,32,27,34,33
"331","Würenlos",2669500,1255300,66952553,60,66,59,51,61,57,48,49,49,45,49
"332","Würenlos",2669500,1255200,66952552,49,46,20,20,18,29,26,28,25,28,27
"333","Würenlos",2669500,1255100,66952551,95,109,113,106,113,113,113,110,112,105,99
"334","Würenlos",2669500,1255000,66952550,97,84,87,82,86,87,86,81,87,79,73
"335","Würenlos",2669500,1254900,66952549,54,53,54,50,52,55,53,56,56,56,54
"336","Würenlos",2669500,1254800,66952548,54,53,54,54,52,51,52,54,48,42,40
"337","Würenlos",2669500,1254700,66952547,73,66,67,65,67,68,69,65,63,61,59
"338","Würenlos",2669500,1254600,66952546,47,52,55,52,52,52,49,48,46,47,48
"339","Würenlos",2669500,1254500,66952545,35,31,29,28,27,29,29,29,41,39,35
"340","Würenlos",2669500,1254400,66952544,38,38,40,42,42,42,33,33,33,37,36
"341","Würenlos",2669500,1254300,66952543,44,44,40,46,43,40,36,36,36,36,36
"342","Killwangen",2669500,1254200,66952542,74,69,74,75,68,71,68,72,81,75,67
"343","Spreitenbach",2669500,1254200,66952542,74,69,74,75,68,71,68,72,81,75,67
"344","Würenlos",2669500,1254200,66952542,74,69,74,75,68,71,68,72,81,75,67
"345","Killwangen",2669500,1254100,66952541,56,60,63,66,65,63,59,56,57,61,56
"346","Spreitenbach",2669500,1254100,66952541,56,60,63,66,65,63,59,56,57,61,56
"347","Spreitenbach",2669500,1253300,66952533,84,201,197,189,183,191,195,191,71,70,67
"348","Spreitenbach",2669500,1253200,66952532,241,164,165,175,176,172,166,156,280,284,290
"349","Spreitenbach",2669500,1253100,66952531,146,115,112,115,113,106,105,113,87,89,80
"350","Spreitenbach",2669500,1253000,66952530,115,141,140,143,144,144,135,143,186,192,183
"351","Spreitenbach",2669500,1252900,66952529,145,141,138,142,145,140,143,138,122,126,121
"352","Spreitenbach",2669500,1252800,66952528,70,69,70,73,70,72,73,74,66,69,64
"353","Spreitenbach",2669500,1252700,66952527,14,15,15,16,17,16,12,7,7,6,7
"354","Spreitenbach",2669500,1252600,66952526,37,33,33,32,31,30,25,26,27,27,27
"355","Spreitenbach",2669500,1252500,66952525,94,95,97,96,102,101,99,92,91,96,91
"356","Spreitenbach",2669500,1252400,66952524,92,65,67,63,64,69,67,58,60,62,63
"357","Spreitenbach",2669500,1252300,66952523,29,39,39,40,34,34,41,41,54,50,48
"358","Spreitenbach",2669500,1252200,66952522,9,9,9,9,9,9,9,9,9,9,9
"359","Würenlos",2669400,1255600,66942556,43,39,39,41,43,44,44,48,54,51,51
"360","Würenlos",2669400,1255500,66942555,70,73,70,70,70,65,73,73,79,81,78
"361","Würenlos",2669400,1255400,66942554,47,45,51,53,51,53,52,54,41,42,44
"362","Würenlos",2669400,1255300,66942553,17,15,14,14,14,12,12,12,9,15,14
"363","Würenlos",2669400,1255100,66942551,72,80,83,77,77,80,79,80,67,67,67
"364","Würenlos",2669400,1255000,66942550,71,58,65,63,60,54,54,62,74,70,70
"365","Würenlos",2669400,1254900,66942549,28,31,31,31,27,25,26,25,26,27,28
"366","Würenlos",2669400,1254800,66942548,29,32,36,37,38,32,37,37,38,39,41
"367","Würenlos",2669400,1254700,66942547,37,44,45,49,43,47,46,47,49,49,44
"368","Würenlos",2669400,1254600,66942546,63,63,59,58,61,60,54,46,48,42,35
"369","Würenlos",2669400,1254500,66942545,31,31,30,32,24,27,28,27,30,30,30
"370","Würenlos",2669400,1254400,66942544,18,24,22,23,29,32,27,26,21,18,21
"371","Würenlos",2669400,1254300,66942543,21,22,22,22,22,24,21,27,31,29,32
"372","Killwangen",2669400,1254200,66942542,80,73,75,72,73,73,75,75,73,75,69
"373","Würenlos",2669400,1254200,66942542,80,73,75,72,73,73,75,75,73,75,69
"374","Killwangen",2669400,1254100,66942541,29,32,33,33,33,30,29,28,24,21,21
"375","Spreitenbach",2669400,1254100,66942541,29,32,33,33,33,30,29,28,24,21,21
"376","Spreitenbach",2669400,1253400,66942534,9,30,28,28,5,6,6,6,6,6,8
"377","Spreitenbach",2669400,1253300,66942533,139,132,127,125,116,120,126,125,123,123,119
"378","Spreitenbach",2669400,1253200,66942532,140,142,145,140,144,149,144,140,142,137,130
"379","Spreitenbach",2669400,1253100,66942531,162,143,143,144,149,153,143,142,160,161,157
"380","Spreitenbach",2669400,1253000,66942530,196,233,226,233,233,241,248,255,183,184,168
"381","Spreitenbach",2669400,1252900,66942529,85,94,93,89,94,95,96,95,93,98,93
"382","Spreitenbach",2669400,1252800,66942528,19,18,18,17,18,18,17,16,21,21,23
"383","Spreitenbach",2669400,1252700,66942527,15,15,15,15,15,15,16,14,15,15,14
"384","Spreitenbach",2669400,1252600,66942526,26,26,28,27,23,23,23,25,25,26,27
"385","Spreitenbach",2669400,1252500,66942525,6,6,6,6,6,6,6,6,6,6,6
"386","Spreitenbach",2669400,1252400,66942524,5,5,5,5,5,4,4,4,7,7,7
"387","Ehrendingen",2669300,1260700,66932607,3,3,3,3,3,3,3,3,3,3,3
"388","Würenlos",2669300,1255600,66932556,43,27,27,26,26,23,25,27,27,29,25
"389","Würenlos",2669300,1255500,66932555,53,51,62,61,69,55,58,63,57,54,43
"390","Würenlos",2669300,1255400,66932554,84,68,65,66,57,55,52,58,55,54,58
"391","Würenlos",2669300,1255300,66932553,4,3,3,3,3,3,3,3,3,4,3
"392","Würenlos",2669300,1255100,66932551,16,16,16,16,16,16,16,16,16,16,16
"393","Würenlos",2669300,1254900,66932549,3,3,3,3,3,3,3,3,3,3,3
"394","Würenlos",2669300,1254700,66932547,20,16,13,10,10,12,12,12,16,16,16
"395","Würenlos",2669300,1254600,66932546,33,33,34,34,35,35,35,35,31,31,32
"396","Würenlos",2669300,1254500,66932545,13,13,13,13,11,11,11,11,11,10,10
"397","Würenlos",2669300,1254400,66932544,7,7,7,7,7,7,7,7,7,7,7
"398","Würenlos",2669300,1254300,66932543,23,13,12,9,11,12,11,10,20,23,23
"399","Killwangen",2669300,1254200,66932542,39,53,49,46,47,47,46,44,39,40,40
"400","Würenlos",2669300,1254200,66932542,39,53,49,46,47,47,46,44,39,40,40
"401","Killwangen",2669300,1254100,66932541,7,7,7,7,7,7,7,7,7,7,7
"402","Killwangen",2669300,1253900,66932539,3,3,3,3,3,3,3,3,3,3,3
"403","Spreitenbach",2669300,1253900,66932539,3,3,3,3,3,3,3,3,3,3,3
"404","Spreitenbach",2669300,1253500,66932535,46,56,59,64,60,55,52,51,57,54,54
"405","Spreitenbach",2669300,1253400,66932534,117,97,122,147,154,154,154,168,160,155,158
"406","Spreitenbach",2669300,1253300,66932533,79,79,85,92,95,99,85,82,87,82,77
"407","Spreitenbach",2669300,1253200,66932532,201,229,224,205,203,211,213,211,209,212,205
"408","Spreitenbach",2669300,1253100,66932531,181,165,166,166,165,166,166,170,176,174,180
"409","Spreitenbach",2669300,1253000,66932530,17,11,12,13,13,14,15,15,15,15,12
"410","Spreitenbach",2669300,1252900,66932529,6,6,6,6,4,6,6,6,6,6,6
"411","Ehrendingen",2669200,1261000,66922610,3,3,3,3,3,3,4,4,4,3,3
"412","Würenlos",2669200,1255500,66922555,39,37,38,41,43,43,38,36,36,36,39
"413","Würenlos",2669200,1255400,66922554,34,33,31,29,23,24,32,31,45,41,45
"414","Würenlos",2669200,1255200,66922552,5,5,5,5,5,5,5,5,5,5,5
"415","Würenlos",2669200,1254700,66922547,7,7,7,7,5,7,7,7,7,6,6
"416","Würenlos",2669200,1254600,66922546,36,36,36,37,37,39,33,33,37,33,35
"417","Würenlos",2669200,1254500,66922545,4,4,4,4,4,4,4,4,4,4,4
"418","Killwangen",2669200,1254300,66922543,8,11,11,12,12,10,12,12,8,10,7
"419","Würenlos",2669200,1254300,66922543,8,11,11,12,12,10,12,12,8,10,7
"420","Killwangen",2669200,1254200,66922542,54,45,43,44,40,44,39,34,25,25,26
"421","Würenlos",2669200,1254200,66922542,54,45,43,44,40,44,39,34,25,25,26
"422","Spreitenbach",2669200,1253700,66922537,8,8,9,9,10,15,12,11,12,7,11
"423","Spreitenbach",2669200,1253600,66922536,95,96,95,103,98,99,97,90,85,81,82
"424","Spreitenbach",2669200,1253500,66922535,103,101,100,109,112,108,104,108,105,99,97
"425","Spreitenbach",2669200,1253400,66922534,33,29,35,35,26,28,28,27,31,28,28
"426","Spreitenbach",2669200,1253200,66922532,21,21,21,21,21,21,21,21,21,21,21
"427","Würenlos",2669100,1255900,66912559,5,5,5,4,4,4,3,3,3,3,3
"428","Würenlos",2669100,1255800,66912558,3,3,3,3,3,3,3,3,3,3,3
"429","Würenlos",2669100,1255700,66912557,9,9,9,10,9,8,8,8,8,8,9
"430","Würenlos",2669100,1255600,66912556,7,7,4,4,4,4,4,4,3,4,4
"431","Würenlos",2669100,1255500,66912555,34,38,37,38,38,37,39,33,16,12,5
"432","Würenlos",2669100,1255400,66912554,37,34,36,42,43,43,46,50,51,48,43
"433","Würenlos",2669100,1255200,66912552,3,5,4,3,3,3,3,3,4,9,4
"434","Würenlos",2669100,1254900,66912549,3,3,3,3,3,3,3,3,3,3,3
"435","Würenlos",2669100,1254700,66912547,5,5,5,5,5,5,5,5,5,5,5
"436","Killwangen",2669100,1254300,66912543,18,20,22,22,23,23,25,26,24,21,21
"437","Würenlos",2669100,1254300,66912543,18,20,22,22,23,23,25,26,24,21,21
"438","Killwangen",2669100,1254200,66912542,8,8,9,9,9,9,10,10,10,11,11
"439","Killwangen",2669100,1253700,66912537,3,13,13,12,12,12,12,14,5,6,6
"440","Spreitenbach",2669100,1253700,66912537,3,13,13,12,12,12,12,14,5,6,6
"441","Spreitenbach",2669100,1253600,66912536,44,47,49,50,50,43,42,39,38,37,34
"442","Spreitenbach",2669100,1253500,66912535,7,6,7,7,6,7,7,7,7,7,6
"443","Ehrendingen",2669000,1261500,66902615,8,8,8,8,9,8,9,9,8,8,7
"444","Ehrendingen",2669000,1261100,66902611,3,3,3,3,3,3,3,3,3,3,3
"445","Wettingen",2669000,1258400,66902584,4,4,4,4,4,4,4,4,4,4,4
"446","Würenlos",2669000,1255800,66902558,3,3,3,3,3,3,3,3,3,3,3
"447","Würenlos",2669000,1255700,66902557,3,3,3,3,3,3,3,3,3,3,3
"448","Würenlos",2669000,1255500,66902555,86,86,86,86,86,86,86,86,86,86,86
"449","Würenlos",2669000,1255400,66902554,75,54,54,56,54,50,52,53,52,54,50
"450","Würenlos",2669000,1255200,66902552,6,6,6,6,6,6,6,6,6,6,6
"451","Killwangen",2669000,1254300,66902543,51,58,59,57,56,57,53,56,54,49,47
"452","Würenlos",2669000,1254300,66902543,51,58,59,57,56,57,53,56,54,49,47
"453","Killwangen",2669000,1254200,66902542,16,15,14,7,10,19,18,17,17,13,3
"454","Killwangen",2669000,1254000,66902540,26,28,22,24,24,22,19,18,19,20,21
"455","Killwangen",2669000,1253900,66902539,52,68,69,76,78,72,74,63,70,62,70
"456","Killwangen",2669000,1253800,66902538,65,72,77,73,73,75,77,80,31,21,21
"457","Killwangen",2669000,1253700,66902537,81,70,70,73,72,69,66,62,73,61,61
"458","Spreitenbach",2669000,1253700,66902537,81,70,70,73,72,69,66,62,73,61,61
"459","Killwangen",2669000,1253600,66902536,24,24,25,25,25,23,25,25,21,25,25
"460","Spreitenbach",2669000,1253600,66902536,24,24,25,25,25,23,25,25,21,25,25
"461","Killwangen",2669000,1253400,66902534,3,3,3,3,3,3,3,3,3,3,3
"462","Spreitenbach",2669000,1253400,66902534,3,3,3,3,3,3,3,3,3,3,3
"463","Bellikon",2669000,1249000,66902490,3,3,3,3,3,3,3,3,3,3,3
"464","Ehrendingen",2668900,1261000,66892610,6,6,6,6,6,6,6,6,6,6,6
"465","Ehrendingen",2668900,1260600,66892606,3,3,3,3,3,3,3,3,3,3,3
"466","Würenlos",2668900,1256100,66892561,4,4,4,4,4,4,4,4,4,4,4
"467","Würenlos",2668900,1255400,66892554,5,3,3,4,4,4,5,5,9,8,8
"468","Würenlos",2668900,1254500,66892545,5,6,6,6,6,5,5,5,6,6,6
"469","Killwangen",2668900,1254300,66892543,54,49,43,46,48,49,53,48,55,54,57
"470","Würenlos",2668900,1254300,66892543,54,49,43,46,48,49,53,48,55,54,57
"471","Killwangen",2668900,1254000,66892540,47,47,54,53,54,58,58,51,52,52,52
"472","Killwangen",2668900,1253900,66892539,57,71,81,86,83,79,76,83,72,73,68
"473","Killwangen",2668900,1253800,66892538,71,59,59,60,60,59,56,55,86,33,15
"474","Killwangen",2668900,1253700,66892537,40,40,39,38,40,36,34,30,29,29,28
"475","Killwangen",2668900,1253500,66892535,41,31,36,36,36,34,33,38,38,36,27
"476","Killwangen",2668900,1253400,66892534,20,19,20,19,21,21,21,20,23,23,22
"477","Spreitenbach",2668900,1253400,66892534,20,19,20,19,21,21,21,20,23,23,22
"478","Ehrendingen",2668800,1261800,66882618,4,4,4,4,4,4,4,4,4,4,4
"479","Ehrendingen",2668800,1261600,66882616,21,18,16,19,19,19,19,19,18,17,16
"480","Ehrendingen",2668800,1261400,66882614,18,20,21,20,19,19,22,22,20,20,19
"481","Ehrendingen",2668800,1261300,66882613,3,3,3,3,3,3,3,3,3,3,3
"482","Ehrendingen",2668800,1260300,66882603,4,3,4,4,4,4,4,4,4,3,3
"483","Würenlos",2668800,1256300,66882563,3,4,4,4,4,4,4,4,4,4,4
"484","Würenlos",2668800,1256200,66882562,3,3,3,3,3,3,3,3,3,3,3
"485","Killwangen",2668800,1254400,66882544,17,17,17,17,14,11,11,13,14,15,15
"486","Würenlos",2668800,1254400,66882544,17,17,17,17,14,11,11,13,14,15,15
"487","Killwangen",2668800,1254300,66882543,27,36,40,38,30,25,25,35,29,33,28
"488","Würenlos",2668800,1254300,66882543,27,36,40,38,30,25,25,35,29,33,28
"489","Killwangen",2668800,1254100,66882541,5,5,6,6,5,5,3,3,3,3,3
"490","Killwangen",2668800,1254000,66882540,37,40,42,41,37,35,35,32,31,34,34
"491","Killwangen",2668800,1253900,66882539,104,91,93,99,96,98,104,99,95,121,113
"492","Killwangen",2668800,1253800,66882538,44,44,48,48,51,50,47,47,51,53,58
"493","Killwangen",2668800,1253700,66882537,38,43,50,51,50,51,51,49,42,37,44
"494","Killwangen",2668800,1253600,66882536,32,35,31,32,34,35,35,37,32,34,34
"495","Killwangen",2668800,1253500,66882535,52,43,46,49,49,44,40,41,39,41,41
"496","Killwangen",2668800,1253400,66882534,17,13,12,12,12,12,13,13,14,13,14
"497","Bellikon",2668800,1249600,66882496,5,4,4,4,4,5,4,4,4,5,6
"498","Ehrendingen",2668700,1261700,66872617,4,4,4,4,4,4,4,4,6,6,3
"499","Ehrendingen",2668700,1261600,66872616,50,48,54,47,53,77,48,60,52,36,38
"500","Ehrendingen",2668700,1261500,66872615,24,30,30,31,30,30,33,38,38,32,32
"501","Ehrendingen",2668700,1261400,66872614,46,42,44,44,44,43,43,40,39,43,43
"502","Ehrendingen",2668700,1261300,66872613,21,23,18,23,25,24,26,23,32,33,34
"503","Ehrendingen",2668700,1261200,66872612,3,3,3,3,3,3,3,3,3,3,3
"504","Ehrendingen",2668700,1260100,66872601,3,3,3,3,3,3,3,3,3,3,3
"505","Wettingen",2668700,1256700,66872567,4,3,3,3,3,3,3,3,3,3,3
"506","Würenlos",2668700,1256700,66872567,4,3,3,3,3,3,3,3,3,3,3
"507","Killwangen",2668700,1254100,66872541,38,38,39,39,41,39,37,38,43,40,39
"508","Killwangen",2668700,1254000,66872540,54,60,62,63,65,68,62,62,53,59,56
"509","Killwangen",2668700,1253900,66872539,114,93,93,87,87,75,80,83,128,96,102
"510","Killwangen",2668700,1253800,66872538,36,43,39,40,45,44,40,36,36,36,37
"511","Killwangen",2668700,1253700,66872537,56,45,44,46,31,29,29,29,39,39,38
"512","Killwangen",2668700,1253600,66872536,54,42,49,47,44,46,46,48,34,40,37
"513","Killwangen",2668700,1253500,66872535,34,35,35,30,34,30,23,25,20,21,16
"514","Killwangen",2668700,1253400,66872534,9,10,10,6,8,8,9,7,8,8,6
"515","Bellikon",2668700,1249000,66872490,7,7,7,7,7,7,7,7,7,7,7
"516","Ehrendingen",2668600,1261900,66862619,3,3,3,3,3,3,5,5,5,6,6
"517","Ehrendingen",2668600,1261800,66862618,23,25,27,31,31,33,34,36,30,32,31
"518","Ehrendingen",2668600,1261700,66862617,32,28,22,23,23,23,20,20,14,14,15
"519","Ehrendingen",2668600,1261600,66862616,49,52,49,52,51,50,49,50,51,54,54
"520","Ehrendingen",2668600,1261500,66862615,46,40,41,43,37,35,41,41,40,40,37
"521","Ehrendingen",2668600,1261400,66862614,26,25,26,20,20,17,18,21,28,29,29
"522","Ehrendingen",2668600,1261300,66862613,16,19,18,18,18,19,19,20,15,16,17
"523","Ehrendingen",2668600,1261200,66862612,12,8,9,10,11,12,12,12,16,16,16
"524","Ehrendingen",2668600,1260500,66862605,3,3,3,3,3,3,3,3,3,3,3
"525","Ehrendingen",2668600,1260200,66862602,4,4,4,4,4,4,4,4,4,4,4
"526","Ehrendingen",2668600,1260100,66862601,7,8,8,9,8,5,7,7,7,7,7
"527","Wettingen",2668600,1256700,66862567,3,3,3,3,3,3,3,3,3,3,3
"528","Würenlos",2668600,1256700,66862567,3,3,3,3,3,3,3,3,3,3,3
"529","Würenlos",2668600,1256200,66862562,7,7,6,3,4,4,4,4,5,5,6
"530","Killwangen",2668600,1254100,66862541,144,146,137,146,153,144,158,150,153,169,176
"531","Killwangen",2668600,1253900,66862539,16,16,13,16,17,3,3,3,4,3,3
"532","Killwangen",2668600,1253700,66862537,34,34,34,43,42,41,40,38,38,36,37
"533","Killwangen",2668600,1253600,66862536,34,40,39,39,39,40,35,39,40,30,37
"534","Killwangen",2668600,1253500,66862535,3,3,3,3,3,3,3,3,3,3,3
"535","Bellikon",2668600,1249300,66862493,8,10,10,9,9,9,8,8,9,4,5
"536","Bellikon",2668600,1249100,66862491,16,16,17,17,18,17,18,19,19,26,22
"537","Bellikon",2668600,1249000,66862490,36,43,44,43,37,43,46,48,48,36,35
"538","Ehrendingen",2668500,1261900,66852619,60,65,67,65,67,66,69,66,64,65,66
"539","Ehrendingen",2668500,1261800,66852618,31,46,44,44,44,42,43,44,41,39,38
"540","Ehrendingen",2668500,1261700,66852617,48,59,53,50,42,56,60,63,44,42,41
"541","Ehrendingen",2668500,1261600,66852616,63,74,68,71,67,68,65,63,54,37,40
"542","Ehrendingen",2668500,1261500,66852615,43,59,67,58,61,60,57,14,14,13,15
"543","Ehrendingen",2668500,1261400,66852614,51,34,32,33,33,34,34,66,21,20,20
"544","Ehrendingen",2668500,1261300,66852613,3,3,3,3,3,3,3,3,3,3,3
"545","Ehrendingen",2668500,1260400,66852604,4,4,4,3,3,3,3,3,3,3,4
"546","Ehrendingen",2668500,1260200,66852602,8,8,7,7,6,6,3,4,4,5,5
"547","Neuenhof",2668500,1254500,66852545,3,3,3,3,3,3,3,3,3,3,3
"548","Würenlos",2668500,1254500,66852545,3,3,3,3,3,3,3,3,3,3,3
"549","Killwangen",2668500,1254100,66852541,69,68,54,58,57,59,65,65,45,45,48
"550","Killwangen",2668500,1254000,66852540,4,4,3,4,4,3,3,3,3,3,3
"551","Killwangen",2668500,1253900,66852539,13,4,7,13,10,10,9,10,10,10,9
"552","Killwangen",2668500,1253800,66852538,21,17,18,17,18,18,18,17,17,19,19
"553","Killwangen",2668500,1253700,66852537,40,41,45,50,49,53,54,52,36,40,40
"554","Killwangen",2668500,1253600,66852536,4,4,5,5,4,4,4,4,5,5,5
"555","Spreitenbach",2668500,1252100,66852521,3,4,4,5,5,5,5,5,3,3,9
"556","Spreitenbach",2668500,1252000,66852520,3,3,3,3,3,3,3,3,3,3,3
"557","Spreitenbach",2668500,1251900,66852519,6,8,8,7,8,8,12,12,8,6,6
"558","Bellikon",2668500,1250100,66852501,3,3,3,3,3,3,3,3,3,3,3
"559","Bellikon",2668500,1249800,66852498,4,11,7,9,9,9,9,9,9,4,4
"560","Bellikon",2668500,1249700,66852497,12,14,14,12,12,12,12,13,13,13,13
"561","Bellikon",2668500,1249600,66852496,36,35,35,37,37,39,39,40,42,41,41
"562","Bellikon",2668500,1249500,66852495,47,52,50,52,53,53,54,53,52,55,54
"563","Bellikon",2668500,1249400,66852494,37,42,40,42,41,43,46,51,53,43,42
"564","Bellikon",2668500,1249300,66852493,50,44,47,48,51,52,54,52,50,62,65
"565","Bellikon",2668500,1249200,66852492,64,60,61,58,61,62,63,59,65,58,61
"566","Bellikon",2668500,1249100,66852491,53,55,61,59,58,60,59,52,57,51,55
"567","Bellikon",2668500,1249000,66852490,64,58,57,61,64,60,63,65,63,76,75
"568","Ehrendingen",2668400,1262000,66842620,3,3,4,3,3,3,3,3,4,4,3
"569","Ehrendingen",2668400,1261900,66842619,20,21,19,20,22,22,21,22,22,23,25
"570","Ehrendingen",2668400,1261800,66842618,95,76,75,63,70,73,81,76,92,80,87
"571","Ehrendingen",2668400,1261700,66842617,79,64,60,57,61,51,49,52,57,60,57
"572","Ehrendingen",2668400,1261600,66842616,53,52,47,48,51,54,53,58,57,53,50
"573","Ehrendingen",2668400,1261500,66842615,36,33,32,34,34,36,37,38,39,35,35
"574","Ehrendingen",2668400,1261400,66842614,52,46,47,48,47,47,46,47,42,44,45
"575","Ehrendingen",2668400,1261300,66842613,12,8,8,9,10,10,10,9,9,12,13
"576","Ehrendingen",2668400,1260500,66842605,9,11,11,10,10,10,10,10,10,10,11
"577","Ehrendingen",2668400,1260200,66842602,3,3,3,3,3,3,3,3,3,3,3
"578","Wettingen",2668400,1257800,66842578,3,3,3,3,3,3,3,3,3,3,3
"579","Wettingen",2668400,1256800,66842568,3,3,3,3,3,3,3,3,3,3,3
"580","Wettingen",2668400,1256700,66842567,3,11,9,8,8,7,7,7,7,8,8
"581","Wettingen",2668400,1256500,66842565,3,3,3,3,3,3,3,3,3,3,3
"582","Killwangen",2668400,1254200,66842542,23,36,29,29,28,26,23,27,15,15,15
"583","Neuenhof",2668400,1254200,66842542,23,36,29,29,28,26,23,27,15,15,15
"584","Killwangen",2668400,1254100,66842541,65,54,55,56,55,54,59,55,67,63,62
"585","Neuenhof",2668400,1254100,66842541,65,54,55,56,55,54,59,55,67,63,62
"586","Killwangen",2668400,1254000,66842540,12,12,12,12,12,11,10,10,10,10,10
"587","Killwangen",2668400,1253900,66842539,26,30,30,30,31,13,12,15,16,15,15
"588","Killwangen",2668400,1253800,66842538,56,58,52,43,46,44,43,38,31,31,33
"589","Killwangen",2668400,1253700,66842537,40,44,44,41,40,42,42,42,26,27,27
"590","Killwangen",2668400,1253600,66842536,12,8,9,9,10,7,7,7,9,11,11
"591","Spreitenbach",2668400,1252000,66842520,3,3,3,3,3,3,3,3,3,3,3
"592","Spreitenbach",2668400,1251900,66842519,7,5,5,5,5,5,5,5,8,6,7
"593","Remetschwil",2668400,1251000,66842510,3,3,3,3,3,3,3,3,3,3,3
"594","Bellikon",2668400,1250100,66842501,3,3,3,3,3,3,3,3,3,3,3
"595","Bellikon",2668400,1250000,66842500,14,20,19,22,22,22,22,23,20,22,23
"596","Bellikon",2668400,1249900,66842499,42,38,39,42,46,45,45,47,52,51,51
"597","Bellikon",2668400,1249800,66842498,41,35,40,39,34,35,34,35,32,46,38
"598","Bellikon",2668400,1249700,66842497,27,22,24,23,23,22,26,27,27,25,29
